,25799531,0
,25800780,0
,2391070412,0
,25801009,0
,25800988,0
,25800958,0
,1688552536,0
,31961230,0
,587745,0
,3243190720,0
,31934156,0
,31934169,0
,3243193696,0
,31934184,0
,31934197,0
,335772872,0
,25782341,0
,1707696380,0
,26129991,0
,1707672745,0
,1707681368,0
,1707671719,0
,26130108,0
,1707681345,0
,29971692,0
,3225457607,0
,2502231999,0
,2502231995,0
,29970921,0
,2502231991,0
,29970922,0
,29971033,0
,2308843935,0
,29970923,0
,3995468043,0
,2502231986,0
,29970924,0
,29970925,0
,30517593,0
,30517605,0
,1740932166,0
,30517612,0
,30517619,0
,30517624,0
,1740932184,0
,30517629,0
,30517631,0
,31152321,0
,31152172,0
,31152200,0
,31943865,0
,31943883,0
,34212206,0
,34212205,0
,34212204,0
,34212203,0
,34212202,0
,34212201,0
,3017822161,0
,1199644063,0
,34212139,0
,59828929,0
,59828930,0
,59828931,0
,59828932,0
,59828933,0
,59828934,0
,59828935,0
,59828936,0
,59828937,0
,59828938,0
,59828939,0
,59828929,0
,34212137,0
,60248782,0
,25614843,0
,25614841,0
,1445689828,0
,925979594,0
,303891469,0
,148619446,0
,315793947,0
,2899174924,0
,60641414,0
,2537138020,0
,60685357,0
,59828191,0
,838589298,0
,59828192,0
,2975062714,0
,2975062716,0
,59828193,0
,59828203,0
,2586950427,0
,59828204,0
,838589304,0
,106228460,0
,106228461,0
,106228462,0
,106228463,0
,106228464,0
,106228465,0
,106228466,0
,106228467,0
,106228468,0
,106228469,0
,106228470,0
,106228471,0
,106228472,0
,106228473,0
,106228474,0
,106228475,0
,106228476,0
,106228477,0
,106228478,0
,106228479,0
,106228480,0
,106228481,0
,106228482,0
,106228483,0
,106228484,0
,106228485,0
,106228486,0
,106228487,0
,106228488,0
,106228489,0
,106228490,0
,106228491,0
,106228492,0
,106228493,0
,106228494,0
,106228495,0
,106228496,0
,106228497,0
,106228498,0
,106228499,0
,106228500,0
,106228501,0
,106228502,0
,106228503,0
,106228504,0
,106228505,0
,106228506,0
,106228507,0
,106228508,0
,106228509,0
,106228510,0
,106228511,0
,106228512,0
,106228513,0
,106228514,0
,106228515,0
,106228516,0
,114309136,0
,114309137,0
,114309138,0
,114309139,0
,114309140,0
,114309142,0
,114309144,0
,114309146,0
,114309148,0
,114309149,0
,114309150,0
,114309151,0
,114309152,0
,114309153,0
,114309157,0
,114309158,0
,114309159,0
,114309160,0
,114309161,0
,114309162,0
,114309164,0
,114309165,0
,114309166,0
,114309168,0
,114309171,0
,114309172,0
,114309173,0
,114309174,0
,114309175,0
,114309176,0
,114309177,0
,114309178,0
,114309179,0
,106228460,0
,2384916886,0
,2384916887,0
,2384916882,0
,135608913,0
,2524219204,0
,175677490,0
,130009941,0
,130009948,0
,173890842,0
,135610130,0
,129959068,0
,461133470,0
,135610131,0
,175678521,0
,173901811,0
,135610135,0
,2356795825,0
,2384928143,0
,2465949932,0
,465763581,0
,2384906434,0
,138048532,0
,145209404,0
,2940009108,0
,2891931249,0
,145206166,0
,1676356913,0
,145206168,0
,2940009109,0
,145206169,0
,2940009110,0
,145206170,0
,145206171,0
,145206173,0
,151254181,0
,2348680700,0
,151254983,0
,2348680696,0
,3342241318,0
,151254985,0
,3342241317,0
,2348680697,0
,151254987,0
,3342241319,0
,151254988,0
,3342241315,0
,151254990,0
,3342241316,0
,151254992,0
,2348680699,0
,2348680698,0
,4013621241,0
,2390250233,0
,2390250245,0
,2390250277,0
,4491498566,0
,158834812,0
,453559647,0
,4491497588,0
,4491497792,0
,158834786,0
,1982904735,0
,2576530538,0
,538623475,0
,175675868,0
,175675867,0
,2523494601,0
,175675834,0
,130009969,0
,4493556080,0
,173886834,0
,1678142757,0
,1678142761,0
,242658016,0
,2367835645,0
,1678142777,0
,2343353702,0
,242658017,0
,242658018,0
,1678142784,0
,242658019,0
,3134359432,0
,1678551150,0
,242658020,0
,242658021,0
,247105892,0
,247106101,0
,3527287155,0
,247105928,0
,3527287154,0
,247105932,0
,3770990217,0
,3770990216,0
,247105935,0
,247106105,0
,3770987222,0
,247106108,0
,247106115,0
,3736781716,0
,247105937,0
,3736788652,0
,247106119,0
,3527287152,0
,3527287153,0
,247106123,0
,247105940,0
,247106126,0
,3527287151,0
,3527287150,0
,247105944,0
,3527287149,0
,247106156,0
,247106157,0
,3527287148,0
,247105947,0
,3527287147,0
,247105950,0
,247106250,0
,3527287144,0
,3527287146,0
,3527287145,0
,247105952,0
,247106360,0
,247105956,0
,3527285659,0
,3527285658,0
,247106548,0
,3513921392,0
,247913684,0
,248088949,0
,3513917204,0
,3513917203,0
,248088944,0
,3513917202,0
,247912973,0
,3513915703,0
,247912995,0
,248088924,0
,248088931,0
,248088937,0
,1688538830,0
,1688538828,0
,252521825,0
,252521826,0
,252521827,0
,252521828,0
,1368135776,0
,1368135495,0
,2588090183,0
,253874621,0
,2588090174,0
,253874622,0
,2588090161,0
,255001932,0
,255001938,0
,255001944,0
,255001950,0
,255001956,0
,255001962,0
,255001974,0
,252521748,0
,252521768,0
,256432762,0
,256432761,0
,471167818,0
,260110421,0
,4329573095,0
,4329573096,0
,4329573097,0
,26380231,0
,263987655,0
,263987656,0
,3416614606,0
,263987658,0
,3617796203,0
,263987659,0
,248042126,0
,248047421,0
,3900024814,0
,1108068425,0
,1108067305,0
,248047740,0
,1108067446,0
,3900024799,0
,1108068148,0
,1108068016,0
,293819662,0
,2913324031,0
,293819692,0
,296126283,0
,296126285,0
,296126287,0
,81328567,0
,296156536,0
,296156533,0
,477359023,0
,296284634,0
,4293820099,0
,296284524,0
,296284635,0
,296284523,0
,296872933,0
,296872935,0
,296889563,0
,296888434,0
,296889564,0
,296889565,0
,296889568,0
,296889569,0
,296959142,0
,296959145,0
,296959146,0
,296959148,0
,3901685501,0
,296959151,0
,296959152,0
,296959154,0
,296959143,0
,26594237,0
,26594224,0
,26594227,0
,597372,0
,26594184,0
,1426117027,0
,26594183,0
,792640205,0
,792640210,0
,792640202,0
,301189882,0
,2529833864,0
,301189885,0
,301189906,0
,302806138,0
,1389167404,0
,302806139,0
,302564293,0
,302564288,0
,302564303,0
,302564284,0
,302564280,0
,3899193079,0
,3899193080,0
,302564130,0
,302721029,0
,302564125,0
,302564662,0
,302564123,0
,1370703760,0
,302737498,0
,302915445,0
,302915452,0
,302915465,0
,299278919,0
,303562337,0
,2392363934,0
,2392363930,0
,2392363927,0
,2392363925,0
,2392363923,0
,4343779564,0
,303562343,0
,2392363921,0
,2392363917,0
,2392363915,0
,2392363909,0
,303562345,0
,303987473,0
,303987476,0
,303987478,0
,303987485,0
,303987493,0
,303987241,0
,303987212,0
,304693544,0
,304693545,0
,305196295,0
,1379439689,0
,305196298,0
,305196315,0
,305196314,0
,305196372,0
,305196407,0
,305196595,0
,305196207,0
,305664471,0
,305664688,0
,305663954,0
,3354630823,0
,4207471513,0
,307004924,0
,2557558185,0
,307005006,0
,2557558188,0
,25715621,0
,308237829,0
,308237840,0
,3893786456,0
,312844826,0
,4467132923,0
,4467132924,0
,2523209445,0
,312844828,0
,312844830,0
